states,year,quarter,brand,user_counts,percentage
Dadra & Nagar Haveli & Daman & Diu,2021,2,Lenovo,4280,0.012406
Dadra & Nagar Haveli & Daman & Diu,2021,2,Others,27481,0.079656
Dadra & Nagar Haveli & Daman & Diu,2021,3,Vivo,95723,0.257407
Dadra & Nagar Haveli & Daman & Diu,2021,3,Xiaomi,82367,0.221492
Dadra & Nagar Haveli & Daman & Diu,2021,3,Samsung,59023,0.158718
Dadra & Nagar Haveli & Daman & Diu,2021,3,Oppo,46708,0.125602
Dadra & Nagar Haveli & Daman & Diu,2021,3,Realme,32929,0.088549
Dadra & Nagar Haveli & Daman & Diu,2021,3,Apple,6802,0.018291
Dadra & Nagar Haveli & Daman & Diu,2021,3,Tecno,5777,0.015535
Dadra & Nagar Haveli & Daman & Diu,2021,3,Motorola,4807,0.012926
Dadra & Nagar Haveli & Daman & Diu,2021,3,Huawei,4785,0.012867
Dadra & Nagar Haveli & Daman & Diu,2021,3,Infinix,4734,0.01273
Dadra & Nagar Haveli & Daman & Diu,2021,3,Others,28219,0.075883
Dadra & Nagar Haveli & Daman & Diu,2021,4,Vivo,104203,0.261185
Dadra & Nagar Haveli & Daman & Diu,2021,4,Xiaomi,85964,0.215469
Dadra & Nagar Haveli & Daman & Diu,2021,4,Samsung,61231,0.153475
Dadra & Nagar Haveli & Daman & Diu,2021,4,Oppo,50155,0.125713
Dadra & Nagar Haveli & Daman & Diu,2021,4,Realme,39211,0.098282
Dadra & Nagar Haveli & Daman & Diu,2021,4,Apple,7542,0.018904
Dadra & Nagar Haveli & Daman & Diu,2021,4,Tecno,6955,0.017433
Dadra & Nagar Haveli & Daman & Diu,2021,4,Infinix,6018,0.015084
Dadra & Nagar Haveli & Daman & Diu,2021,4,OnePlus,5332,0.013365
Dadra & Nagar Haveli & Daman & Diu,2021,4,Motorola,4828,0.012101
Dadra & Nagar Haveli & Daman & Diu,2021,4,Others,27524,0.068989
Dadra & Nagar Haveli & Daman & Diu,2022,1,Vivo,111699,0.263087
Dadra & Nagar Haveli & Daman & Diu,2022,1,Xiaomi,89446,0.210674
Dadra & Nagar Haveli & Daman & Diu,2022,1,Samsung,63414,0.149361
Dadra & Nagar Haveli & Daman & Diu,2022,1,Oppo,53652,0.126368
Dadra & Nagar Haveli & Daman & Diu,2022,1,Realme,44772,0.105453
Dadra & Nagar Haveli & Daman & Diu,2022,1,Apple,8300,0.019549
Dadra & Nagar Haveli & Daman & Diu,2022,1,Tecno,8287,0.019519
Dadra & Nagar Haveli & Daman & Diu,2022,1,Infinix,6909,0.016273
Dadra & Nagar Haveli & Daman & Diu,2022,1,OnePlus,5945,0.014002
Dadra & Nagar Haveli & Daman & Diu,2022,1,Motorola,4850,0.011423
Dadra & Nagar Haveli & Daman & Diu,2022,1,Others,27296,0.064291
Delhi,2018,1,Xiaomi,529823,0.253866
Delhi,2018,1,Samsung,407203,0.195112
Delhi,2018,1,Vivo,223992,0.107326
Delhi,2018,1,Oppo,186309,0.08927
Delhi,2018,1,Apple,138507,0.066366
Delhi,2018,1,Realme,88082,0.042205
Delhi,2018,1,OnePlus,86368,0.041383
Delhi,2018,1,Motorola,83639,0.040076
Delhi,2018,1,Lenovo,52568,0.025188
Delhi,2018,1,Huawei,37398,0.017919
Delhi,2018,1,Others,253133,0.121289
Delhi,2018,2,Xiaomi,708839,0.257185
Delhi,2018,2,Samsung,532749,0.193295
Delhi,2018,2,Vivo,313719,0.113825
Delhi,2018,2,Oppo,254431,0.092314
Delhi,2018,2,Apple,176650,0.064093
Delhi,2018,2,Realme,113976,0.041353
Delhi,2018,2,Motorola,107679,0.039069
Delhi,2018,2,OnePlus,106333,0.03858
Delhi,2018,2,Lenovo,66497,0.024127
Delhi,2018,2,Huawei,50115,0.018183
Delhi,2018,2,Others,325153,0.117974
Delhi,2018,3,Xiaomi,908753,0.25928
Delhi,2018,3,Samsung,673829,0.192253
Delhi,2018,3,Vivo,424455,0.121103
Delhi,2018,3,Oppo,332529,0.094875
Delhi,2018,3,Apple,218858,0.062443
Delhi,2018,3,Realme,140759,0.040161
Delhi,2018,3,Motorola,133126,0.037983
Delhi,2018,3,OnePlus,126799,0.036178
Delhi,2018,3,Lenovo,80056,0.022841
Delhi,2018,3,Huawei,63709,0.018177
Delhi,2018,3,Others,402038,0.114707
Delhi,2018,4,Xiaomi,1206379,0.260539
Delhi,2018,4,Samsung,892643,0.192782
Delhi,2018,4,Vivo,605041,0.13067
Delhi,2018,4,Oppo,464753,0.100372
Delhi,2018,4,Apple,279775,0.060422
Delhi,2018,4,Realme,181855,0.039275
Delhi,2018,4,Motorola,165627,0.03577
Delhi,2018,4,OnePlus,155837,0.033656
Delhi,2018,4,Lenovo,98258,0.021221
Delhi,2018,4,Huawei,84942,0.018345
Delhi,2018,4,Others,495203,0.106948
Delhi,2019,1,Xiaomi,1428603,0.259781
Delhi,2019,1,Samsung,1061515,0.193029
Delhi,2019,1,Vivo,755967,0.137467
Delhi,2019,1,Oppo,576484,0.104829
Delhi,2019,1,Apple,324092,0.058934
Delhi,2019,1,Realme,213758,0.03887
Delhi,2019,1,Motorola,186450,0.033905
Delhi,2019,1,OnePlus,175334,0.031883
Delhi,2019,1,Lenovo,109111,0.019841
Delhi,2019,1,Huawei,102139,0.018573
Delhi,2019,1,Others,565810,0.102888
Delhi,2019,2,Xiaomi,1597465,0.2591
Delhi,2019,2,Samsung,1188974,0.192845
Delhi,2019,2,Vivo,879650,0.142674
Delhi,2019,2,Oppo,664693,0.107809
Delhi,2019,2,Apple,360575,0.058483
Delhi,2019,2,Realme,240746,0.039048
Delhi,2019,2,Motorola,200193,0.03247
Delhi,2019,2,OnePlus,191881,0.031122
Delhi,2019,2,Lenovo,115488,0.018731
Delhi,2019,2,Huawei,114662,0.018598
Delhi,2019,2,Others,611121,0.09912
Delhi,2019,3,Xiaomi,1749719,0.257984
Delhi,2019,3,Samsung,1305636,0.192507
Delhi,2019,3,Vivo,1001823,0.147712
Delhi,2019,3,Oppo,749989,0.110581
Delhi,2019,3,Apple,392389,0.057855
Delhi,2019,3,Realme,269723,0.039769
Delhi,2019,3,Motorola,210710,0.031068
Delhi,2019,3,OnePlus,206752,0.030484
Delhi,2019,3,Huawei,125962,0.018572
Delhi,2019,3,Lenovo,119861,0.017673
Delhi,2019,3,Others,649722,0.095797
Delhi,2019,4,Xiaomi,1872284,0.256833
Delhi,2019,4,Samsung,1394404,0.191279
Delhi,2019,4,Vivo,1114120,0.152831
Delhi,2019,4,Oppo,825921,0.113297
Delhi,2019,4,Apple,414754,0.056894
Delhi,2019,4,Realme,300540,0.041227
Delhi,2019,4,Motorola,217242,0.0298
Delhi,2019,4,OnePlus,216727,0.02973
Delhi,2019,4,Huawei,134371,0.018433
Delhi,2019,4,Lenovo,121793,0.016707
Delhi,2019,4,Others,677727,0.092968
Delhi,2020,1,Xiaomi,1998766,0.255394
Delhi,2020,1,Samsung,1484289,0.189656
Delhi,2020,1,Vivo,1238728,0.15828
Delhi,2020,1,Oppo,909331,0.116191
Delhi,2020,1,Apple,436979,0.055835
Delhi,2020,1,Realme,333567,0.042622
Delhi,2020,1,OnePlus,225852,0.028858
Delhi,2020,1,Motorola,223909,0.02861
Delhi,2020,1,Huawei,142660,0.018229
Delhi,2020,1,Lenovo,124278,0.01588
Delhi,2020,1,Others,707838,0.090445
Delhi,2020,2,Xiaomi,2125586,0.253313
Delhi,2020,2,Samsung,1585854,0.188992
Delhi,2020,2,Vivo,1364186,0.162575
Delhi,2020,2,Oppo,1002444,0.119465
Delhi,2020,2,Apple,458450,0.054635
Delhi,2020,2,Realme,366179,0.043639
Delhi,2020,2,OnePlus,233802,0.027863
Delhi,2020,2,Motorola,231246,0.027558
Delhi,2020,2,Huawei,150807,0.017972
Delhi,2020,2,Lenovo,127388,0.015181
Delhi,2020,2,Others,745197,0.088808
Delhi,2020,3,Xiaomi,2264717,0.250406
Delhi,2020,3,Samsung,1707446,0.18879
Delhi,2020,3,Vivo,1516602,0.167688
Delhi,2020,3,Oppo,1106202,0.122311
Delhi,2020,3,Apple,485868,0.053722
Delhi,2020,3,Realme,406930,0.044994
Delhi,2020,3,OnePlus,244532,0.027038
Delhi,2020,3,Motorola,238737,0.026397
Delhi,2020,3,Huawei,159503,0.017636
Delhi,2020,3,Lenovo,131036,0.014488
Delhi,2020,3,Others,782601,0.086531
Delhi,2020,4,Xiaomi,2416705,0.247919
Delhi,2020,4,Samsung,1842707,0.189035
Delhi,2020,4,Vivo,1673743,0.171702
Delhi,2020,4,Oppo,1209582,0.124086
Delhi,2020,4,Apple,518592,0.0532
Delhi,2020,4,Realme,452392,0.046409
Delhi,2020,4,OnePlus,256533,0.026317
Delhi,2020,4,Motorola,246834,0.025322
Delhi,2020,4,Huawei,168898,0.017326
Delhi,2020,4,Lenovo,134947,0.013844
Delhi,2020,4,Others,827035,0.084842
Delhi,2021,1,Xiaomi,2575350,0.24604
Delhi,2021,1,Samsung,1963994,0.187633
Delhi,2021,1,Vivo,1839180,0.175709
Delhi,2021,1,Oppo,1318743,0.125988
Delhi,2021,1,Apple,555462,0.053067
Delhi,2021,1,Realme,511070,0.048826
Delhi,2021,1,OnePlus,269742,0.02577
Delhi,2021,1,Motorola,253270,0.024197
Delhi,2021,1,Huawei,175712,0.016787
Delhi,2021,1,Lenovo,137068,0.013095
Delhi,2021,1,Others,867619,0.082889
Delhi,2021,2,Xiaomi,2731995,0.244306
Delhi,2021,2,Samsung,2070161,0.185122
Delhi,2021,2,Vivo,2011494,0.179876
Delhi,2021,2,Oppo,1432860,0.128132
Delhi,2021,2,Realme,596308,0.053324
Delhi,2021,2,Apple,591905,0.05293
Delhi,2021,2,OnePlus,291216,0.026042
Delhi,2021,2,Motorola,252565,0.022585
Delhi,2021,2,Huawei,176234,0.01576
Delhi,2021,2,Lenovo,134680,0.012044
Delhi,2021,2,Others,893281,0.079881
Delhi,2021,3,Xiaomi,2897206,0.241836
Delhi,2021,3,Vivo,2220413,0.185342
Delhi,2021,3,Samsung,2149622,0.179433
Delhi,2021,3,Oppo,1566918,0.130794
Delhi,2021,3,Realme,707377,0.059046
Delhi,2021,3,Apple,631640,0.052724
Delhi,2021,3,OnePlus,331920,0.027706
Delhi,2021,3,Motorola,250528,0.020912
Delhi,2021,3,Huawei,172290,0.014381
Delhi,2021,3,Tecno,148235,0.012373
Delhi,2021,3,Others,903912,0.075451
Delhi,2021,4,Xiaomi,3028207,0.236854
Delhi,2021,4,Vivo,2413197,0.18875
Delhi,2021,4,Samsung,2238115,0.175056
Delhi,2021,4,Oppo,1697646,0.132783
Delhi,2021,4,Realme,840595,0.065748
Delhi,2021,4,Apple,705541,0.055185
Delhi,2021,4,OnePlus,369158,0.028874
Delhi,2021,4,Motorola,250976,0.01963
Delhi,2021,4,Tecno,176336,0.013792
Delhi,2021,4,Huawei,166930,0.013057
Delhi,2021,4,Others,898426,0.070271
Delhi,2022,1,Xiaomi,3155264,0.233047
Delhi,2022,1,Vivo,2586749,0.191056
Delhi,2022,1,Samsung,2320460,0.171388
Delhi,2022,1,Oppo,1817979,0.134275
Delhi,2022,1,Realme,964540,0.071241
Delhi,2022,1,Apple,761100,0.056215
Delhi,2022,1,OnePlus,404741,0.029894
Delhi,2022,1,Motorola,252427,0.018644
Delhi,2022,1,Tecno,206904,0.015282
Delhi,2022,1,Huawei,164421,0.012144
Delhi,2022,1,Others,904612,0.066814
Goa,2018,1,Xiaomi,23388,0.254394
Goa,2018,1,Samsung,19288,0.209798
Goa,2018,1,Vivo,8719,0.094838
Goa,2018,1,Oppo,6969,0.075803
Goa,2018,1,Apple,5957,0.064795
Goa,2018,1,OnePlus,5457,0.059357
Goa,2018,1,Motorola,4236,0.046076
Goa,2018,1,Realme,4094,0.044531
Goa,2018,1,Lenovo,2542,0.02765
Goa,2018,1,Huawei,1595,0.017349
Goa,2018,1,Others,9691,0.10541
Goa,2018,2,Xiaomi,31481,0.257673
Goa,2018,2,Samsung,25483,0.20858
Goa,2018,2,Vivo,12317,0.100815
Goa,2018,2,Oppo,9547,0.078143
Goa,2018,2,Apple,7433,0.060839
Goa,2018,2,OnePlus,6696,0.054807
Goa,2018,2,Motorola,5508,0.045083
Goa,2018,2,Realme,5427,0.04442
Goa,2018,2,Lenovo,3352,0.027436
Goa,2018,2,Huawei,2237,0.01831
Goa,2018,2,Others,12693,0.103893
Goa,2018,3,Xiaomi,39803,0.258794
Goa,2018,3,Samsung,32023,0.208209
Goa,2018,3,Vivo,16778,0.109088
Goa,2018,3,Oppo,12470,0.081078
Goa,2018,3,Apple,8815,0.057314
Goa,2018,3,OnePlus,7931,0.051566
Goa,2018,3,Realme,6878,0.04472
Goa,2018,3,Motorola,6674,0.043393
Goa,2018,3,Lenovo,3860,0.025097
Goa,2018,3,Huawei,3053,0.01985
Goa,2018,3,Others,15517,0.100889
Goa,2018,4,Xiaomi,50867,0.260389
Goa,2018,4,Samsung,40683,0.208257
Goa,2018,4,Vivo,22715,0.116278
Goa,2018,4,Oppo,16672,0.085344
Goa,2018,4,Apple,10884,0.055715
Goa,2018,4,OnePlus,9442,0.048334
Goa,2018,4,Realme,8708,0.044576
Goa,2018,4,Motorola,8176,0.041853
Goa,2018,4,Lenovo,4769,0.024413
Goa,2018,4,Huawei,3965,0.020297
Goa,2018,4,Others,18469,0.094543
Goa,2019,1,Xiaomi,62065,0.260611
Goa,2019,1,Samsung,49562,0.208111
Goa,2019,1,Vivo,29218,0.122686
Goa,2019,1,Oppo,20988,0.088129
Goa,2019,1,Apple,12909,0.054205
Goa,2019,1,OnePlus,10892,0.045735
Goa,2019,1,Realme,10545,0.044278
Goa,2019,1,Motorola,9355,0.039282
Goa,2019,1,Lenovo,5440,0.022843
Goa,2019,1,Huawei,5049,0.021201
Goa,2019,1,Others,22129,0.09292
Goa,2019,2,Xiaomi,72286,0.259145
Goa,2019,2,Samsung,58572,0.209981
Goa,2019,2,Vivo,35425,0.126999
Goa,2019,2,Oppo,25325,0.09079
Goa,2019,2,Apple,14770,0.05295
Goa,2019,2,Realme,12215,0.043791
Goa,2019,2,OnePlus,12033,0.043138
Goa,2019,2,Motorola,10716,0.038417
Goa,2019,2,Lenovo,6125,0.021958
Goa,2019,2,Huawei,5990,0.021474
Goa,2019,2,Others,25483,0.091357
Goa,2019,3,Xiaomi,81621,0.257322
Goa,2019,3,Samsung,66756,0.210458
Goa,2019,3,Vivo,41691,0.131437
Goa,2019,3,Oppo,29561,0.093195
Goa,2019,3,Apple,16481,0.051959
Goa,2019,3,Realme,14157,0.044632
Goa,2019,3,OnePlus,13220,0.041678
Goa,2019,3,Motorola,11738,0.037006
Goa,2019,3,Huawei,6882,0.021697
Goa,2019,3,Lenovo,6410,0.020208
Goa,2019,3,Others,28677,0.090408
Goa,2019,4,Xiaomi,90791,0.256801
Goa,2019,4,Samsung,74339,0.210267
Goa,2019,4,Vivo,48072,0.135971
Goa,2019,4,Oppo,34061,0.096341
Goa,2019,4,Apple,17817,0.050395
Goa,2019,4,Realme,16393,0.046367
Goa,2019,4,OnePlus,14159,0.040049
Goa,2019,4,Motorola,12521,0.035415
Goa,2019,4,Huawei,7674,0.021706
Goa,2019,4,Lenovo,6696,0.01894
Goa,2019,4,Others,31023,0.087748
Goa,2020,1,Xiaomi,100364,0.256096
Goa,2020,1,Samsung,82358,0.210151
Goa,2020,1,Vivo,54965,0.140253
Goa,2020,1,Oppo,38778,0.098949
Goa,2020,1,Apple,19244,0.049104
Goa,2020,1,Realme,18803,0.047979
Goa,2020,1,OnePlus,14926,0.038086
Goa,2020,1,Motorola,13118,0.033473
Goa,2020,1,Huawei,8459,0.021585
Goa,2020,1,Lenovo,7167,0.018288
Goa,2020,1,Others,33718,0.086037
Goa,2020,2,Xiaomi,109624,0.254561
Goa,2020,2,Samsung,90927,0.211144
Goa,2020,2,Vivo,61868,0.143666
Goa,2020,2,Oppo,43887,0.101911
Goa,2020,2,Realme,21236,0.049313
Goa,2020,2,Apple,20388,0.047344
Goa,2020,2,OnePlus,15482,0.035951
Goa,2020,2,Motorola,13908,0.032296
Goa,2020,2,Huawei,9221,0.021412
Goa,2020,2,Lenovo,7481,0.017372
Goa,2020,2,Others,36617,0.085029
Goa,2020,3,Xiaomi,119983,0.252616
Goa,2020,3,Samsung,101577,0.213863
Goa,2020,3,Vivo,69991,0.147361
Goa,2020,3,Oppo,49411,0.104031
Goa,2020,3,Realme,24328,0.051221
Goa,2020,3,Apple,21967,0.04625
Goa,2020,3,OnePlus,16389,0.034506
Goa,2020,3,Motorola,14656,0.030857
Goa,2020,3,Huawei,9964,0.020979
Goa,2020,3,Lenovo,7790,0.016401
Goa,2020,3,Others,38906,0.081914
Goa,2020,4,Xiaomi,132099,0.250385
Goa,2020,4,Samsung,114296,0.21664
Goa,2020,4,Vivo,78921,0.149589
Goa,2020,4,Oppo,55468,0.105136
Goa,2020,4,Realme,28000,0.053072
Goa,2020,4,Apple,24214,0.045896
Goa,2020,4,OnePlus,17571,0.033305
Goa,2020,4,Motorola,15500,0.029379
Goa,2020,4,Huawei,10821,0.02051
Goa,2020,4,Lenovo,8172,0.015489
Goa,2020,4,Others,42522,0.080598
Goa,2021,1,Xiaomi,142193,0.249446
Goa,2021,1,Samsung,123133,0.21601
Goa,2021,1,Vivo,87010,0.15264
Goa,2021,1,Oppo,60381,0.105925
Goa,2021,1,Realme,31824,0.055828
Goa,2021,1,Apple,26139,0.045855
Goa,2021,1,OnePlus,18577,0.032589
Goa,2021,1,Motorola,15944,0.02797
Goa,2021,1,Huawei,11414,0.020023
Goa,2021,1,Lenovo,8178,0.014346
Goa,2021,1,Others,45242,0.079367
Goa,2021,2,Xiaomi,152107,0.249722
Goa,2021,2,Samsung,129938,0.213326
Goa,2021,2,Vivo,94216,0.154679
Goa,2021,2,Oppo,64685,0.106197
Goa,2021,2,Realme,37973,0.062342
Goa,2021,2,Apple,28049,0.046049
Goa,2021,2,OnePlus,19803,0.032512
Goa,2021,2,Motorola,15937,0.026165
Goa,2021,2,Huawei,11315,0.018576
Goa,2021,2,Lenovo,7861,0.012906
Goa,2021,2,Others,47222,0.077527
Goa,2021,3,Xiaomi,163235,0.249802
Goa,2021,3,Samsung,135615,0.207534
Goa,2021,3,Vivo,103139,0.157836
Goa,2021,3,Oppo,69841,0.106879
Goa,2021,3,Realme,45087,0.068998
Goa,2021,3,Apple,29989,0.045893
Goa,2021,3,OnePlus,22136,0.033875
Goa,2021,3,Motorola,15824,0.024216
Goa,2021,3,Huawei,11214,0.017161
Goa,2021,3,Tecno,7719,0.011813
Goa,2021,3,Others,49659,0.075994
Goa,2021,4,Xiaomi,172749,0.247783
Goa,2021,4,Samsung,141066,0.202339
Goa,2021,4,Vivo,110824,0.158961
Goa,2021,4,Oppo,75088,0.107703
Goa,2021,4,Realme,53598,0.076879
Goa,2021,4,Apple,33398,0.047905
Goa,2021,4,OnePlus,24355,0.034934
Goa,2021,4,Motorola,16068,0.023047
Goa,2021,4,Huawei,10899,0.015633
Goa,2021,4,Tecno,9081,0.013025
Goa,2021,4,Others,50052,0.071792
Goa,2022,1,Xiaomi,181266,0.245409
Goa,2022,1,Samsung,146487,0.198323
Goa,2022,1,Vivo,118448,0.160362
Goa,2022,1,Oppo,80145,0.108505
Goa,2022,1,Realme,60870,0.08241
Goa,2022,1,Apple,36235,0.049057
Goa,2022,1,OnePlus,26283,0.035584
Goa,2022,1,Motorola,16125,0.021831
Goa,2022,1,Huawei,10823,0.014653
Goa,2022,1,Tecno,10780,0.014595
Goa,2022,1,Others,51166,0.069272
Gujarat,2018,1,Xiaomi,655082,0.243521
Gujarat,2018,1,Samsung,589816,0.219259
Gujarat,2018,1,Vivo,424397,0.157766
Gujarat,2018,1,Oppo,297896,0.11074
Gujarat,2018,1,Apple,124833,0.046405
Gujarat,2018,1,Realme,107796,0.040072
Gujarat,2018,1,OnePlus,85786,0.03189
Gujarat,2018,1,Lenovo,74654,0.027752
Gujarat,2018,1,Motorola,65692,0.02442
Gujarat,2018,1,Huawei,32104,0.011934
Gujarat,2018,1,Others,231992,0.086241
Gujarat,2018,2,Xiaomi,877057,0.245962
Gujarat,2018,2,Samsung,771605,0.216389
Gujarat,2018,2,Vivo,588311,0.164986
Gujarat,2018,2,Oppo,406366,0.113961
Gujarat,2018,2,Apple,158941,0.044573
Gujarat,2018,2,Realme,139735,0.039187
Gujarat,2018,2,OnePlus,104673,0.029354
Gujarat,2018,2,Lenovo,94848,0.026599
Gujarat,2018,2,Motorola,82342,0.023092
Gujarat,2018,2,Huawei,42387,0.011887
Gujarat,2018,2,Others,299560,0.084009
Gujarat,2018,3,Xiaomi,1090580,0.246004
Gujarat,2018,3,Samsung,952941,0.214956
Gujarat,2018,3,Vivo,773925,0.174575
Gujarat,2018,3,Oppo,521622,0.117663
Gujarat,2018,3,Apple,186759,0.042128
Gujarat,2018,3,Realme,171742,0.03874
Gujarat,2018,3,OnePlus,121797,0.027474
Gujarat,2018,3,Lenovo,107576,0.024266
Gujarat,2018,3,Motorola,95285,0.021494
Gujarat,2018,3,Huawei,53733,0.012121
Gujarat,2018,3,Others,357223,0.080579
Gujarat,2018,4,Xiaomi,1363826,0.244455
Gujarat,2018,4,Samsung,1194869,0.214171
Gujarat,2018,4,Vivo,1025717,0.183852
Gujarat,2018,4,Oppo,679260,0.121752
Gujarat,2018,4,Apple,230209,0.041263
Gujarat,2018,4,Realme,212094,0.038016
Gujarat,2018,4,OnePlus,145412,0.026064
Gujarat,2018,4,Lenovo,127399,0.022835
Gujarat,2018,4,Motorola,112287,0.020127
Gujarat,2018,4,Huawei,68005,0.012189
Gujarat,2018,4,Others,419962,0.075275
Gujarat,2019,1,Xiaomi,1611706,0.242269
Gujarat,2019,1,Samsung,1419211,0.213334
Gujarat,2019,1,Vivo,1271697,0.19116
Gujarat,2019,1,Oppo,837507,0.125893
Gujarat,2019,1,Apple,266733,0.040095
Gujarat,2019,1,Realme,248960,0.037423
Gujarat,2019,1,OnePlus,164369,0.024708
Gujarat,2019,1,Lenovo,143180,0.021523
Gujarat,2019,1,Motorola,124721,0.018748
Gujarat,2019,1,Huawei,81525,0.012255
Gujarat,2019,1,Others,482927,0.072593
Gujarat,2019,2,Xiaomi,1819154,0.240164
Gujarat,2019,2,Samsung,1612210,0.212843
Gujarat,2019,2,Vivo,1487567,0.196388
Gujarat,2019,2,Oppo,976688,0.128942
Gujarat,2019,2,Apple,301303,0.039778
Gujarat,2019,2,Realme,281975,0.037226
Gujarat,2019,2,OnePlus,180243,0.023796
Gujarat,2019,2,Lenovo,158443,0.020918
Gujarat,2019,2,Motorola,134995,0.017822
Gujarat,2019,2,Huawei,92218,0.012175
Gujarat,2019,2,Others,529849,0.06995
Gujarat,2019,3,Xiaomi,2007322,0.238136
Gujarat,2019,3,Samsung,1784247,0.211672
Gujarat,2019,3,Vivo,1706171,0.20241
Gujarat,2019,3,Oppo,1111618,0.131875
Gujarat,2019,3,Apple,330663,0.039228
Gujarat,2019,3,Realme,318122,0.03774
Gujarat,2019,3,OnePlus,194687,0.023096
Gujarat,2019,3,Lenovo,161748,0.019189
Gujarat,2019,3,Motorola,141326,0.016766
Gujarat,2019,3,Huawei,102241,0.012129
Gujarat,2019,3,Others,571154,0.067758
Gujarat,2019,4,Xiaomi,2194279,0.235342
Gujarat,2019,4,Samsung,1961599,0.210386
Gujarat,2019,4,Vivo,1944394,0.208541
Gujarat,2019,4,Oppo,1262789,0.135437
Gujarat,2019,4,Realme,362885,0.03892
Gujarat,2019,4,Apple,353958,0.037963
Gujarat,2019,4,OnePlus,206534,0.022151
Gujarat,2019,4,Lenovo,169920,0.018224
Gujarat,2019,4,Motorola,147476,0.015817
Gujarat,2019,4,Huawei,111054,0.011911
Gujarat,2019,4,Others,608911,0.065307
Gujarat,2020,1,Xiaomi,2375291,0.231513
Gujarat,2020,1,Vivo,2206536,0.215065
Gujarat,2020,1,Samsung,2139753,0.208556
Gujarat,2020,1,Oppo,1429059,0.139287
Gujarat,2020,1,Realme,411217,0.04008
Gujarat,2020,1,Apple,377075,0.036753
Gujarat,2020,1,OnePlus,216733,0.021124
Gujarat,2020,1,Lenovo,183981,0.017932
Gujarat,2020,1,Motorola,152517,0.014865
Gujarat,2020,1,Huawei,119412,0.011639
Gujarat,2020,1,Others,648269,0.063185
Gujarat,2020,2,Xiaomi,2596510,0.227911
Gujarat,2020,2,Vivo,2517289,0.220957
Gujarat,2020,2,Samsung,2358840,0.207049
Gujarat,2020,2,Oppo,1638925,0.143858
Gujarat,2020,2,Realme,464677,0.040787
Gujarat,2020,2,Apple,399962,0.035107
Gujarat,2020,2,OnePlus,225499,0.019793
Gujarat,2020,2,Lenovo,199446,0.017507
Gujarat,2020,2,Motorola,159087,0.013964
Gujarat,2020,2,Huawei,128197,0.011253
Gujarat,2020,2,Others,704225,0.061814
Gujarat,2020,3,Vivo,2833786,0.227288
Gujarat,2020,3,Xiaomi,2792901,0.224008
Gujarat,2020,3,Samsung,2570866,0.2062
Gujarat,2020,3,Oppo,1827108,0.146546
Gujarat,2020,3,Realme,525717,0.042166
Gujarat,2020,3,Apple,425591,0.034135
Gujarat,2020,3,OnePlus,236755,0.018989
Gujarat,2020,3,Lenovo,211958,0.017
Gujarat,2020,3,Motorola,164618,0.013203
Gujarat,2020,3,Huawei,135946,0.010904
Gujarat,2020,3,Others,742601,0.059561
Gujarat,2020,4,Vivo,3159752,0.232246
Gujarat,2020,4,Xiaomi,2998305,0.220379
Gujarat,2020,4,Samsung,2800655,0.205852
Gujarat,2020,4,Oppo,2016643,0.148226
Gujarat,2020,4,Realme,592948,0.043582
Gujarat,2020,4,Apple,456563,0.033558
Gujarat,2020,4,OnePlus,249222,0.018318
Gujarat,2020,4,Lenovo,223106,0.016399
Gujarat,2020,4,Motorola,170289,0.012516
Gujarat,2020,4,Huawei,144035,0.010587
Gujarat,2020,4,Others,793685,0.058337
Gujarat,2021,1,Vivo,3492512,0.23807
Gujarat,2021,1,Xiaomi,3197714,0.217975
Gujarat,2021,1,Samsung,2987011,0.203612
Gujarat,2021,1,Oppo,2188804,0.149201
Gujarat,2021,1,Realme,666628,0.045441
Gujarat,2021,1,Apple,489078,0.033338
Gujarat,2021,1,OnePlus,264150,0.018006
Gujarat,2021,1,Lenovo,224880,0.015329
Gujarat,2021,1,Motorola,174216,0.011876
Gujarat,2021,1,Huawei,149907,0.010219
Gujarat,2021,1,Others,835226,0.056934
Gujarat,2021,2,Vivo,3834323,0.243666
Gujarat,2021,2,Xiaomi,3362430,0.213678
Gujarat,2021,2,Samsung,3154317,0.200453
Gujarat,2021,2,Oppo,2364362,0.150252
Gujarat,2021,2,Realme,790357,0.050226
Gujarat,2021,2,Apple,529166,0.033628
Gujarat,2021,2,OnePlus,293085,0.018625
Gujarat,2021,2,Lenovo,218253,0.01387
Gujarat,2021,2,Motorola,173429,0.011021
Gujarat,2021,2,Huawei,146703,0.009323
Gujarat,2021,2,Others,869556,0.055259
Gujarat,2021,3,Vivo,4261214,0.251447
Gujarat,2021,3,Xiaomi,3544088,0.209131
Gujarat,2021,3,Samsung,3267319,0.192799
Gujarat,2021,3,Oppo,2580826,0.15229
Gujarat,2021,3,Realme,932371,0.055018
Gujarat,2021,3,Apple,569577,0.03361
Gujarat,2021,3,OnePlus,345805,0.020405
Gujarat,2021,3,Lenovo,210237,0.012406
Gujarat,2021,3,Motorola,172358,0.010171
Gujarat,2021,3,Tecno,161791,0.009547
Gujarat,2021,3,Others,901175,0.053177
Gujarat,2021,4,Vivo,4645259,0.25609
Gujarat,2021,4,Xiaomi,3700589,0.204011
Gujarat,2021,4,Samsung,3390165,0.186897
Gujarat,2021,4,Oppo,2791203,0.153877
