states,year,quarter,district,trans_counts,amount
Haryana,2018,3,Karnal,282956,594890203.97
Haryana,2018,3,Rohtak,242013,568546327.48
Haryana,2018,3,Ambala,233248,522223540.23
Haryana,2018,3,Sirsa,222321,409263123.87
Haryana,2018,4,Gurugram,4651606,7834266744.8
Haryana,2018,4,Faridabad,2271109,2832603200.58
Haryana,2018,4,Rewari,535609,1038332553.9
Haryana,2018,4,Hisar,511206,1476103125.58
Haryana,2018,4,Sonipat,428989,1037340218.17
Haryana,2018,4,Panipat,427930,960831966.99
Haryana,2018,4,Palwal,383775,672481291.54
Haryana,2018,4,Karnal,356327,883621789.49
Haryana,2018,4,Jhajjar,319972,741571573.93
Haryana,2018,4,Ambala,313017,778868451.26
Haryana,2019,1,Gurugram,8723777,10558099866.89
Haryana,2019,1,Faridabad,4020631,4128377201.44
Haryana,2019,1,Rewari,992599,1395914440.32
Haryana,2019,1,Palwal,719323,1032542809.36
Haryana,2019,1,Hisar,703750,1656524675.57
Haryana,2019,1,Sonipat,699422,1419939621.33
Haryana,2019,1,Panipat,685081,1414874465.04
Haryana,2019,1,Karnal,589011,1295083691.16
Haryana,2019,1,Rohtak,575222,1345411743.26
Haryana,2019,1,Jhajjar,548076,1042049466.28
Haryana,2019,2,Gurugram,8386864,11575310786.46
Haryana,2019,2,Faridabad,3523377,4505940224.12
Haryana,2019,2,Rohtak,1096201,2813329870.61
Haryana,2019,2,Panipat,1019615,2473242371.02
Haryana,2019,2,Rewari,889511,1639474281.25
Haryana,2019,2,Sonipat,888795,2100408323.28
Haryana,2019,2,Karnal,814251,2062725761.78
Haryana,2019,2,Hisar,761001,2054472611.49
Haryana,2019,2,Palwal,741633,1293085677.98
Haryana,2019,2,Jhajjar,569289,1308026488.61
Haryana,2019,3,Gurugram,11843666,15022524504.76
Haryana,2019,3,Faridabad,4701377,5869168552.23
Haryana,2019,3,Rewari,1206241,2010833861.51
Haryana,2019,3,Rohtak,1158516,3225248552.78
Haryana,2019,3,Panipat,1155825,2901827842.89
Haryana,2019,3,Sonipat,1066029,2495689739.74
Haryana,2019,3,Palwal,1061268,1687988450.12
Haryana,2019,3,Hisar,1055411,2558826214.56
Haryana,2019,3,Karnal,991286,2467996778.79
Haryana,2019,3,Jhajjar,755297,1642655006.42
Haryana,2019,4,Gurugram,14935865,19000424238.11
Haryana,2019,4,Faridabad,5358174,7782346423.81
Haryana,2019,4,Rewari,1538398,2831585559.8
Haryana,2019,4,Panipat,1437677,3870819294.79
Haryana,2019,4,Rohtak,1428337,4158625641.79
Haryana,2019,4,Sonipat,1368457,3347168252.77
Haryana,2019,4,Hisar,1309901,3351369912.81
Haryana,2019,4,Karnal,1280457,3322975421.68
Haryana,2019,4,Palwal,1273274,2370503274.37
Haryana,2019,4,Jhajjar,965474,2147473030.38
Haryana,2020,1,Gurugram,16484737,21152356889.05
Haryana,2020,1,Faridabad,5840117,8881105700.09
Haryana,2020,1,Sonipat,2016893,5091258326.48
Haryana,2020,1,Rohtak,1803076,5175066327.07
Haryana,2020,1,Panipat,1781967,4661669007.43
Haryana,2020,1,Rewari,1747564,3142595798.45
Haryana,2020,1,Palwal,1613263,3109146806.58
Haryana,2020,1,Karnal,1579733,4003478768.72
Haryana,2020,1,Hisar,1533724,3820470010.46
Haryana,2020,1,Mewat,1241283,3154872672.07
Haryana,2020,2,Gurugram,11284856,14426170120.9
Haryana,2020,2,Faridabad,5775792,8177450074.38
Haryana,2020,2,Palwal,2090627,3788124543.12
Haryana,2020,2,Sonipat,2067865,5016220638.1
Haryana,2020,2,Rohtak,2050920,5946541938.97
Haryana,2020,2,Rewari,2022132,3582603328.5
Haryana,2020,2,Panipat,2011582,5207544726.95
Haryana,2020,2,Hisar,1644838,4146210408.45
Haryana,2020,2,Karnal,1629574,4045109843.2
Haryana,2020,2,Mewat,1598705,3658746771.71
Haryana,2020,3,Gurugram,18098421,23437360421.86
Haryana,2020,3,Faridabad,8700173,13490214442.59
Haryana,2020,3,Rewari,3041169,5346067429.25
Haryana,2020,3,Sonipat,2922945,7024743099.01
Haryana,2020,3,Palwal,2672871,4869775358.8
Haryana,2020,3,Panipat,2334545,5809998640.79
Haryana,2020,3,Hisar,2209518,5761605477.77
Haryana,2020,3,Mewat,2107221,5099537212.93
Haryana,2020,3,Karnal,1955755,4578348863.26
Haryana,2020,3,Rohtak,1740356,4643691557.74
Haryana,2020,4,Gurugram,28192581,35629614077.01
Haryana,2020,4,Faridabad,12149079,19603646063.15
Haryana,2020,4,Rewari,4329508,8169865745.13
Haryana,2020,4,Sonipat,3721622,9010603701.96
Haryana,2020,4,Palwal,3692902,7333424919.07
Haryana,2020,4,Hisar,3190398,8738948858.68
Haryana,2020,4,Panipat,3059943,7874714735.94
Haryana,2020,4,Mewat,2948645,7484819524.78
Haryana,2020,4,Karnal,2527301,6152410695.7
Haryana,2020,4,Jhajjar,2429140,5544973431.46
Haryana,2021,1,Gurugram,31719830,39350276708.73
Haryana,2021,1,Faridabad,12970900,21241648453.92
Haryana,2021,1,Rewari,4385531,8303713646.8
Haryana,2021,1,Sonipat,4353956,9992974986.5
Haryana,2021,1,Palwal,3641453,7214450169.0
Haryana,2021,1,Hisar,3294765,8859730937.01
Haryana,2021,1,Panipat,3288095,7866864997.41
Haryana,2021,1,Mewat,3236320,8671355565.34
Haryana,2021,1,Karnal,2822406,6379825746.57
Haryana,2021,1,Rohtak,2708295,6792159646.75
Haryana,2021,2,Gurugram,32311326,39938868048.39
Haryana,2021,2,Faridabad,14467773,23831325859.81
Haryana,2021,2,Sonipat,5818055,12924700817.49
Haryana,2021,2,Rewari,5377720,9762169802.61
Haryana,2021,2,Panipat,4781725,10716524259.18
Haryana,2021,2,Palwal,4765916,9533885152.8
Haryana,2021,2,Hisar,4588374,11866795026.65
Haryana,2021,2,Mewat,4011429,9985192715.6
Haryana,2021,2,Rohtak,3586587,8769888644.6
Haryana,2021,2,Karnal,3501189,7822099240.65
Haryana,2021,3,Gurugram,47680658,55914389975.07
Haryana,2021,3,Faridabad,19367342,30608591108.26
Haryana,2021,3,Rewari,7225396,12146892237.73
Haryana,2021,3,Sonipat,7173052,14357121849.98
Haryana,2021,3,Panipat,6120958,12577188571.76
Haryana,2021,3,Palwal,5875612,10372287086.18
Haryana,2021,3,Hisar,5215891,12437366867.17
Haryana,2021,3,Mewat,5054460,11174788500.59
Haryana,2021,3,Rohtak,4615616,10168683402.05
Haryana,2021,3,Karnal,4403307,8835919266.38
Haryana,2021,4,Gurugram,56754843,69593103272.66
Haryana,2021,4,Faridabad,23169872,38292223252.23
Haryana,2021,4,Sonipat,8588386,18170993284.94
Haryana,2021,4,Rewari,8487387,15492946892.61
Haryana,2021,4,Panipat,7419868,16276012822.88
Haryana,2021,4,Palwal,7384842,13860018394.66
Haryana,2021,4,Mewat,6907605,14906046920.13
Haryana,2021,4,Hisar,6193863,16081687128.15
Haryana,2021,4,Rohtak,5544335,13098837015.97
Haryana,2021,4,Karnal,5416815,11527031601.8
Haryana,2022,1,Gurugram,63282822,77508209556.9
Haryana,2022,1,Faridabad,25918817,42896865210.62
Haryana,2022,1,Sonipat,9614092,19484490398.32
Haryana,2022,1,Rewari,9346086,16678823765.18
Haryana,2022,1,Panipat,9264902,19020193908.56
Haryana,2022,1,Mewat,8788025,17806136968.71
Haryana,2022,1,Palwal,8401353,15280812571.3
Haryana,2022,1,Hisar,7216543,18068574001.48
Haryana,2022,1,Rohtak,6268896,14421297234.33
Haryana,2022,1,Karnal,6097787,12324299904.91
Haryana,2022,2,Gurugram,79880852,92145454120.46
Haryana,2022,2,Faridabad,30409719,48406473821.0
Haryana,2022,2,Sonipat,11943138,22987659569.93
Haryana,2022,2,Rewari,11224593,19046645607.86
Haryana,2022,2,Panipat,10820296,21066063900.65
Haryana,2022,2,Mewat,10609222,20575618595.5
Haryana,2022,2,Palwal,9782307,17323076797.71
Haryana,2022,2,Hisar,8798889,20864338832.47
Haryana,2022,2,Rohtak,7714114,16685032554.58
Haryana,2022,2,Karnal,7462000,14355989091.57
Haryana,2022,3,Gurugram,87103856,99360193857.47
Haryana,2022,3,Faridabad,31002825,46163415393.39
Haryana,2022,3,Sonipat,16738938,29152136081.77
Haryana,2022,3,Hisar,15314209,30005386061.12
Haryana,2022,3,Panipat,13837300,24633921100.89
Haryana,2022,3,Rewari,12015067,19436985212.74
Haryana,2022,3,Palwal,11032395,17956834811.92
Haryana,2022,3,Mewat,10832560,19134475751.36
Haryana,2022,3,Rohtak,9939686,18965127888.07
Haryana,2022,3,Karnal,9139842,16912349321.59
Haryana,2022,4,Gurugram,92493335,107046551341.78
Haryana,2022,4,Faridabad,33161524,49923713557.16
Haryana,2022,4,Sonipat,17683407,32605509131.39
Haryana,2022,4,Hisar,16862076,34368965296.5
Haryana,2022,4,Rohtak,14350357,27248544247.19
Haryana,2022,4,Rewari,13324092,22585777499.59
Haryana,2022,4,Palwal,13114018,21856737361.77
Haryana,2022,4,Panipat,12217738,23682687583.54
Haryana,2022,4,Karnal,12214724,23383107604.31
Haryana,2022,4,Mewat,11181774,20507941017.88
Himachal Pradesh,2018,1,Solan,118881,146873607.42
Himachal Pradesh,2018,1,Kangra,62061,83269925.39
Himachal Pradesh,2018,1,Shimla,54161,84375526.98
Himachal Pradesh,2018,1,Mandi,44169,50308276.31
Himachal Pradesh,2018,1,Chamba,41138,69091183.95
Himachal Pradesh,2018,1,Una,39070,48375221.96
Himachal Pradesh,2018,1,Sirmaur,37721,43579534.4
Himachal Pradesh,2018,1,Hamirpur,32709,37506250.25
Himachal Pradesh,2018,1,Kullu,23978,36599342.9
Himachal Pradesh,2018,1,Bilaspur,21880,20215586.71
Himachal Pradesh,2018,2,Solan,166516,254576422.92
Himachal Pradesh,2018,2,Kangra,97426,172859755.32
Himachal Pradesh,2018,2,Shimla,82195,162202102.6
Himachal Pradesh,2018,2,Mandi,58415,85994890.16
Himachal Pradesh,2018,2,Chamba,55922,125825520.95
Himachal Pradesh,2018,2,Sirmaur,53040,77059907.62
Himachal Pradesh,2018,2,Una,51637,81025669.33
Himachal Pradesh,2018,2,Hamirpur,41507,63207300.3
Himachal Pradesh,2018,2,Kullu,39948,96624850.44
Himachal Pradesh,2018,2,Bilaspur,30705,41392933.96
Himachal Pradesh,2018,3,Solan,229164,373018057.43
Himachal Pradesh,2018,3,Kangra,123560,243834956.63
Himachal Pradesh,2018,3,Shimla,109765,261701779.39
Himachal Pradesh,2018,3,Sirmaur,78762,124334577.0
Himachal Pradesh,2018,3,Mandi,74604,128941896.31
Himachal Pradesh,2018,3,Una,73766,150521417.27
Himachal Pradesh,2018,3,Hamirpur,58022,90529572.12
Himachal Pradesh,2018,3,Chamba,44858,190977335.47
Himachal Pradesh,2018,3,Kullu,40813,95127772.88
Himachal Pradesh,2018,3,Bilaspur,37993,56133326.97
Himachal Pradesh,2018,4,Solan,347191,577618789.11
Himachal Pradesh,2018,4,Kangra,187764,414603049.99
Himachal Pradesh,2018,4,Shimla,156832,396860638.05
Himachal Pradesh,2018,4,Sirmaur,122707,199344353.77
Himachal Pradesh,2018,4,Una,110312,222928340.67
Himachal Pradesh,2018,4,Mandi,109661,203827486.01
Himachal Pradesh,2018,4,Hamirpur,76300,146948802.41
Himachal Pradesh,2018,4,Kullu,64285,157752014.92
Himachal Pradesh,2018,4,Chamba,63298,160650916.98
Himachal Pradesh,2018,4,Bilaspur,51395,92955686.24
Himachal Pradesh,2019,1,Solan,626201,733453989.22
Himachal Pradesh,2019,1,Shimla,363648,708861957.19
Himachal Pradesh,2019,1,Kangra,266655,478900506.53
Himachal Pradesh,2019,1,Sirmaur,174812,238804557.78
Himachal Pradesh,2019,1,Mandi,167637,287549707.5
Himachal Pradesh,2019,1,Una,151550,232335414.53
Himachal Pradesh,2019,1,Hamirpur,126323,189186708.13
Himachal Pradesh,2019,1,Chamba,104811,170503559.14
Himachal Pradesh,2019,1,Kullu,92009,187262819.03
Himachal Pradesh,2019,1,Bilaspur,73141,109483745.66
Himachal Pradesh,2019,2,Shimla,807095,1698682743.21
Himachal Pradesh,2019,2,Solan,481957,783011937.88
Himachal Pradesh,2019,2,Kangra,295433,591536934.95
Himachal Pradesh,2019,2,Mandi,245467,464902888.77
Himachal Pradesh,2019,2,Hamirpur,150149,270178390.16
Himachal Pradesh,2019,2,Kullu,129068,331174039.38
Himachal Pradesh,2019,2,Sirmaur,127208,220885809.98
Himachal Pradesh,2019,2,Una,105685,189321647.92
Himachal Pradesh,2019,2,Bilaspur,68748,128917341.53
Himachal Pradesh,2019,2,Chamba,62922,128008869.01
Himachal Pradesh,2019,3,Shimla,695970,1981429213.7
Himachal Pradesh,2019,3,Solan,563580,919355818.09
Himachal Pradesh,2019,3,Kangra,373339,645470163.07
Himachal Pradesh,2019,3,Mandi,262386,545822136.93
Himachal Pradesh,2019,3,Hamirpur,187716,301844559.31
Himachal Pradesh,2019,3,Sirmaur,154972,258531496.73
Himachal Pradesh,2019,3,Kullu,146216,316994313.58
Himachal Pradesh,2019,3,Una,134630,227364592.32
Himachal Pradesh,2019,3,Bilaspur,88416,142694743.74
Himachal Pradesh,2019,3,Chamba,87489,151224161.29
Himachal Pradesh,2019,4,Shimla,900252,2553513821.21
Himachal Pradesh,2019,4,Solan,693523,1168760137.46
Himachal Pradesh,2019,4,Kangra,492277,877780658.25
Himachal Pradesh,2019,4,Mandi,332554,678830304.01
Himachal Pradesh,2019,4,Hamirpur,258323,429776009.84
Himachal Pradesh,2019,4,Kullu,204518,442222672.1
Himachal Pradesh,2019,4,Sirmaur,190673,324766028.26
Himachal Pradesh,2019,4,Una,173510,293924768.33
Himachal Pradesh,2019,4,Bilaspur,114888,204391757.71
Himachal Pradesh,2019,4,Chamba,111755,196209094.09
Himachal Pradesh,2020,1,Shimla,1115491,2725598845.04
Himachal Pradesh,2020,1,Solan,821088,1293083622.08
Himachal Pradesh,2020,1,Kangra,569437,836283217.42
Himachal Pradesh,2020,1,Mandi,357222,582031760.13
Himachal Pradesh,2020,1,Hamirpur,247878,312050564.79
Himachal Pradesh,2020,1,Kullu,245803,451467537.57
Himachal Pradesh,2020,1,Sirmaur,240485,386990850.03
Himachal Pradesh,2020,1,Una,208785,305641992.38
Himachal Pradesh,2020,1,Bilaspur,144278,226926312.02
Himachal Pradesh,2020,1,Chamba,139862,213171894.78
Himachal Pradesh,2020,2,Shimla,1090361,2702081598.46
Himachal Pradesh,2020,2,Solan,808170,1165900725.25
Himachal Pradesh,2020,2,Kangra,800587,1148113744.7
Himachal Pradesh,2020,2,Mandi,476844,764632316.55
Himachal Pradesh,2020,2,Hamirpur,283099,412476792.88
Himachal Pradesh,2020,2,Sirmaur,281385,405760136.76
Himachal Pradesh,2020,2,Una,271636,407244006.05
Himachal Pradesh,2020,2,Kullu,211730,311597474.94
Himachal Pradesh,2020,2,Chamba,195242,282218981.75
Himachal Pradesh,2020,2,Bilaspur,191375,284432330.03
Himachal Pradesh,2020,3,Shimla,1285819,3273522193.7
Himachal Pradesh,2020,3,Solan,1025251,1684944862.95
Himachal Pradesh,2020,3,Kangra,874419,1454881898.97
Himachal Pradesh,2020,3,Mandi,510105,917547335.01
Himachal Pradesh,2020,3,Una,351065,649892231.69
Himachal Pradesh,2020,3,Hamirpur,330684,570857451.22
Himachal Pradesh,2020,3,Sirmaur,327646,558556837.73
Himachal Pradesh,2020,3,Kullu,256926,493361636.48
Himachal Pradesh,2020,3,Chamba,219469,362005461.97
Himachal Pradesh,2020,3,Bilaspur,202526,342802524.65
Himachal Pradesh,2020,4,Shimla,1481567,3532549313.26
Himachal Pradesh,2020,4,Solan,1429031,2365446849.23
Himachal Pradesh,2020,4,Kangra,1184008,2119401487.88
Himachal Pradesh,2020,4,Mandi,671714,1247938155.8
Himachal Pradesh,2020,4,Kullu,468786,964080436.85
Himachal Pradesh,2020,4,Una,449443,882226488.15
Himachal Pradesh,2020,4,Sirmaur,443100,785448896.11
Himachal Pradesh,2020,4,Hamirpur,431123,781165089.1
Himachal Pradesh,2020,4,Chamba,304032,507880011.36
Himachal Pradesh,2020,4,Bilaspur,275513,518335916.87
Himachal Pradesh,2021,1,Shimla,1871647,3621617004.91
Himachal Pradesh,2021,1,Solan,1415611,2334165842.87
Himachal Pradesh,2021,1,Kangra,1122291,2006571077.11
Himachal Pradesh,2021,1,Mandi,659769,1258330265.84
Himachal Pradesh,2021,1,Kullu,550514,1212317567.81
Himachal Pradesh,2021,1,Una,490374,941158055.32
Himachal Pradesh,2021,1,Sirmaur,451501,789668056.65
Himachal Pradesh,2021,1,Hamirpur,416499,720857278.56
Himachal Pradesh,2021,1,Chamba,273886,510880053.02
Himachal Pradesh,2021,1,Bilaspur,256578,504967322.05
Himachal Pradesh,2021,2,Shimla,2474329,4402623043.94
Himachal Pradesh,2021,2,Solan,1658067,2575741414.59
Himachal Pradesh,2021,2,Kangra,1399606,2443026330.3
Himachal Pradesh,2021,2,Mandi,832152,1488270045.94
Himachal Pradesh,2021,2,Una,634078,1174326754.65
Himachal Pradesh,2021,2,Sirmaur,567339,922354065.21
Himachal Pradesh,2021,2,Hamirpur,551934,946105069.94
Himachal Pradesh,2021,2,Kullu,510109,966612054.81
Himachal Pradesh,2021,2,Chamba,364270,617691720.44
Himachal Pradesh,2021,2,Bilaspur,322915,613068902.47
Himachal Pradesh,2021,3,Shimla,3421673,6296627879.77
Himachal Pradesh,2021,3,Solan,2183306,3233240074.93
Himachal Pradesh,2021,3,Kangra,1671112,2887492721.74
Himachal Pradesh,2021,3,Mandi,945135,1753985903.7
Himachal Pradesh,2021,3,Una,799861,1417386870.93
Himachal Pradesh,2021,3,Kullu,730794,1573258668.34
Himachal Pradesh,2021,3,Sirmaur,681413,1083275309.43
Himachal Pradesh,2021,3,Hamirpur,626711,1085444382.56
Himachal Pradesh,2021,3,Chamba,426381,769418422.87
Himachal Pradesh,2021,3,Bilaspur,364475,689922524.1
Himachal Pradesh,2021,4,Shimla,3957985,7356261501.69
Himachal Pradesh,2021,4,Solan,2640011,3757890500.2
Himachal Pradesh,2021,4,Kangra,2130139,3830143759.6
Himachal Pradesh,2021,4,Mandi,1092862,2082662004.45
Himachal Pradesh,2021,4,Kullu,1078809,2242410725.93
Himachal Pradesh,2021,4,Una,1048351,1936766072.27
Himachal Pradesh,2021,4,Sirmaur,847647,1363383254.4
Himachal Pradesh,2021,4,Hamirpur,717321,1262408331.58
Himachal Pradesh,2021,4,Chamba,507614,926400609.57
Himachal Pradesh,2021,4,Bilaspur,430870,844889571.96
Himachal Pradesh,2022,1,Shimla,4441906,7362840550.61
Himachal Pradesh,2022,1,Solan,2993489,3959375876.03
Himachal Pradesh,2022,1,Kangra,2261593,3907092916.03
Himachal Pradesh,2022,1,Mandi,1201568,2151083001.5
Himachal Pradesh,2022,1,Una,1164923,2030776988.64
Himachal Pradesh,2022,1,Kullu,1100232,2108742823.14
Himachal Pradesh,2022,1,Sirmaur,962227,1517999108.53
Himachal Pradesh,2022,1,Hamirpur,751389,1264679768.73
Himachal Pradesh,2022,1,Chamba,544135,943937757.08
Himachal Pradesh,2022,1,Bilaspur,472169,885425010.45
Himachal Pradesh,2022,2,Shimla,5875215,9396933042.16
Himachal Pradesh,2022,2,Solan,3773789,4536385240.15
Himachal Pradesh,2022,2,Kangra,2984544,4846014285.11
Himachal Pradesh,2022,2,Kullu,1646598,3292385543.33
Himachal Pradesh,2022,2,Mandi,1587222,2699997310.2
Himachal Pradesh,2022,2,Una,1526243,2532127305.66
Himachal Pradesh,2022,2,Sirmaur,1196118,1742899000.94
Himachal Pradesh,2022,2,Hamirpur,1002506,1538456707.5
Himachal Pradesh,2022,2,Chamba,727701,1229468817.25
Himachal Pradesh,2022,2,Bilaspur,597379,1083546519.84
Himachal Pradesh,2022,3,Shimla,8892834,13349267759.06
Himachal Pradesh,2022,3,Solan,4064523,4837968887.09
Himachal Pradesh,2022,3,Kangra,3342842,5121570350.61
Himachal Pradesh,2022,3,Mandi,1666670,2648674300.78
Himachal Pradesh,2022,3,Chamba,1270412,1872267055.92
Himachal Pradesh,2022,3,Sirmaur,1266132,1769419418.44
Himachal Pradesh,2022,3,Una,1233226,1928978517.8
Himachal Pradesh,2022,3,Kullu,1202861,2235782785.35
Himachal Pradesh,2022,3,Bilaspur,936750,1447420350.62
Himachal Pradesh,2022,3,Hamirpur,934529,1398047775.17
Himachal Pradesh,2022,4,Shimla,9603309,14161042549.71
Himachal Pradesh,2022,4,Kangra,4885938,7430861889.06
Himachal Pradesh,2022,4,Solan,4436709,5065290891.53
Himachal Pradesh,2022,4,Kullu,2047414,3429997134.81
Himachal Pradesh,2022,4,Mandi,1994054,3034367986.16
Himachal Pradesh,2022,4,Sirmaur,1454224,1991999745.96
Himachal Pradesh,2022,4,Una,1173607,1902311205.08
Himachal Pradesh,2022,4,Hamirpur,1161191,1732021206.7
Himachal Pradesh,2022,4,Chamba,831315,1292196671.86
Himachal Pradesh,2022,4,Bilaspur,622642,1042618597.12
Jammu & Kashmir,2018,1,Poonch,398963,509120439.31
Jammu & Kashmir,2018,1,Baramulla,83775,44215018.0
Jammu & Kashmir,2018,1,Jammu,81381,127452979.36
Jammu & Kashmir,2018,1,Anantnag,64478,24885721.23
Jammu & Kashmir,2018,1,Budgam,50748,36218453.71
Jammu & Kashmir,2018,1,Srinagar,47285,62676256.76
Jammu & Kashmir,2018,1,Bandipore,38208,11885513.91
Jammu & Kashmir,2018,1,Pulwama,35793,24777476.31
Jammu & Kashmir,2018,1,Kulgam,23587,9213671.33
Jammu & Kashmir,2018,1,Ganderbal,20571,9107649.67
Jammu & Kashmir,2018,2,Poonch,891298,1627868128.49
Jammu & Kashmir,2018,2,Baramulla,188100,100055918.37
Jammu & Kashmir,2018,2,Jammu,112434,232232787.92
Jammu & Kashmir,2018,2,Srinagar,92244,140893315.71
Jammu & Kashmir,2018,2,Budgam,89823,77122240.28
Jammu & Kashmir,2018,2,Anantnag,70838,43529509.03
Jammu & Kashmir,2018,2,Bandipore,64888,26799256.95
Jammu & Kashmir,2018,2,Pulwama,54034,53382825.78
Jammu & Kashmir,2018,2,Ganderbal,41415,24295329.74
Jammu & Kashmir,2018,2,Kulgam,30822,17711007.63
Jammu & Kashmir,2018,3,Poonch,1189512,2093062576.19
Jammu & Kashmir,2018,3,Baramulla,210619,195960360.06
Jammu & Kashmir,2018,3,Srinagar,154314,270405876.71
Jammu & Kashmir,2018,3,Jammu,145123,376452715.05
Jammu & Kashmir,2018,3,Bandipore,87129,60815662.86
Jammu & Kashmir,2018,3,Budgam,74691,120545227.16
Jammu & Kashmir,2018,3,Anantnag,69967,95642801.11
Jammu & Kashmir,2018,3,Pulwama,65491,93861999.53
Jammu & Kashmir,2018,3,Ganderbal,52136,55650497.72
Jammu & Kashmir,2018,3,Udhampur,37014,92258254.83
Jammu & Kashmir,2018,4,Poonch,1642053,2992752160.89
Jammu & Kashmir,2018,4,Jammu,226829,670989049.26
Jammu & Kashmir,2018,4,Srinagar,144970,329216330.49
Jammu & Kashmir,2018,4,Baramulla,109702,212164676.57
Jammu & Kashmir,2018,4,Anantnag,79193,110778790.88
Jammu & Kashmir,2018,4,Budgam,75940,175490225.94
Jammu & Kashmir,2018,4,Kathua,50640,115344936.11
Jammu & Kashmir,2018,4,Udhampur,50056,158443928.53
Jammu & Kashmir,2018,4,Kupwara,46637,155148129.95
Jammu & Kashmir,2018,4,Pulwama,43706,109777843.15
Jammu & Kashmir,2019,1,Poonch,1923655,2702486522.97
Jammu & Kashmir,2019,1,Jammu,336553,880021398.31
Jammu & Kashmir,2019,1,Srinagar,310516,595281412.76
Jammu & Kashmir,2019,1,Baramulla,164873,235373167.05
Jammu & Kashmir,2019,1,Budgam,141988,182507224.81
Jammu & Kashmir,2019,1,Anantnag,92467,115882661.63
Jammu & Kashmir,2019,1,Pulwama,73558,128624249.29
Jammu & Kashmir,2019,1,Kathua,65843,123437204.58
Jammu & Kashmir,2019,1,Kupwara,65813,158106446.72
Jammu & Kashmir,2019,1,Kulgam,64816,58528128.3
Jammu & Kashmir,2019,2,Srinagar,721517,1997435095.39
Jammu & Kashmir,2019,2,Jammu,532412,1521238563.93
Jammu & Kashmir,2019,2,Baramulla,150503,324305667.3
Jammu & Kashmir,2019,2,Budgam,118107,244724343.0
Jammu & Kashmir,2019,2,Anantnag,76968,176892916.91
Jammu & Kashmir,2019,2,Kupwara,75719,231219527.26
Jammu & Kashmir,2019,2,Pulwama,72486,192069086.4
Jammu & Kashmir,2019,2,Udhampur,70405,212612443.69
Jammu & Kashmir,2019,2,Kathua,62989,140667309.65
Jammu & Kashmir,2019,2,Rajouri,59741,189339489.03
Jammu & Kashmir,2019,3,Srinagar,329195,1391918063.93
Jammu & Kashmir,2019,3,Jammu,275239,885413982.53
Jammu & Kashmir,2019,3,Baramulla,55226,164311812.11
Jammu & Kashmir,2019,3,Udhampur,43153,135163022.78
Jammu & Kashmir,2019,3,Kathua,42083,90084615.95
Jammu & Kashmir,2019,3,Budgam,41566,114191268.3
Jammu & Kashmir,2019,3,Anantnag,39325,117282515.54
Jammu & Kashmir,2019,3,Kupwara,35301,118625723.03
Jammu & Kashmir,2019,3,Rajouri,34386,112169651.66
Jammu & Kashmir,2019,3,Pulwama,33089,104266797.68
Jammu & Kashmir,2019,4,Jammu,231238,928579096.21
Jammu & Kashmir,2019,4,Srinagar,117133,474222741.45
Jammu & Kashmir,2019,4,Kathua,28288,83151146.7
Jammu & Kashmir,2019,4,Udhampur,22103,91344412.28
Jammu & Kashmir,2019,4,Rajouri,15973,65942824.07
Jammu & Kashmir,2019,4,Samba,14817,53713327.35
Jammu & Kashmir,2019,4,Ramban,14088,49372161.64
Jammu & Kashmir,2019,4,Reasi,12986,43788337.94
Jammu & Kashmir,2019,4,Poonch,10130,37926598.59
Jammu & Kashmir,2019,4,Baramulla,8345,30863315.57
Jammu & Kashmir,2020,1,Jammu,363150,1275561405.77
Jammu & Kashmir,2020,1,Srinagar,127979,474473029.58
Jammu & Kashmir,2020,1,Kathua,48120,107171478.56
Jammu & Kashmir,2020,1,Udhampur,45339,137536252.01
Jammu & Kashmir,2020,1,Baramulla,38477,102651433.97
Jammu & Kashmir,2020,1,Budgam,32991,95338551.23
Jammu & Kashmir,2020,1,Samba,32933,90185246.22
Jammu & Kashmir,2020,1,Kupwara,29357,87388063.94
Jammu & Kashmir,2020,1,Rajouri,28561,88475364.89
Jammu & Kashmir,2020,1,Pulwama,26598,76212175.44
Jammu & Kashmir,2020,2,Jammu,819252,2746977181.9
Jammu & Kashmir,2020,2,Srinagar,440808,1810806888.44
Jammu & Kashmir,2020,2,Baramulla,139478,414666518.85
Jammu & Kashmir,2020,2,Udhampur,127419,319173115.28
Jammu & Kashmir,2020,2,Kathua,114835,227977779.91
Jammu & Kashmir,2020,2,Kupwara,114772,359166698.81
Jammu & Kashmir,2020,2,Budgam,112970,331830464.69
Jammu & Kashmir,2020,2,Rajouri,104655,305656997.15
Jammu & Kashmir,2020,2,Samba,92336,202733580.03
Jammu & Kashmir,2020,2,Pulwama,85402,271480260.94
Jammu & Kashmir,2020,3,Jammu,1266667,4876922229.44
Jammu & Kashmir,2020,3,Srinagar,461915,1879035426.9
Jammu & Kashmir,2020,3,Baramulla,183583,580425624.36
Jammu & Kashmir,2020,3,Kupwara,157369,516694658.14
Jammu & Kashmir,2020,3,Udhampur,154296,445180791.55
Jammu & Kashmir,2020,3,Budgam,148225,477023512.91
Jammu & Kashmir,2020,3,Anantnag,128022,403569858.31
Jammu & Kashmir,2020,3,Kathua,126283,311678208.36
Jammu & Kashmir,2020,3,Rajouri,125973,413621357.6
Jammu & Kashmir,2020,3,Pulwama,114833,372238070.4
Jammu & Kashmir,2020,4,Jammu,1776840,5696308275.14
